province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Chau Doc,33,26,4,SSW,2.8,71,44,1011,2019-09-29
Chau Doc,31,24,16,SSW,6.4,79,54,1008,2020-09-29
Chau Doc,28,25,13,WSW,16.9,92,59,1007,2009-09-25
Chau Doc,32,26,5,SE,6.1,83,36,1009,2010-09-25
Chau Doc,33,24,9,W,3.4,80,55,1008,2011-09-25
Chau Doc,30,26,11,WSW,10.0,84,58,1006,2012-09-25
Chau Doc,33,26,15,WSW,0.0,74,26,1009,2013-09-25
Chau Doc,34,27,9,SW,1.1,72,24,1010,2014-09-25
Chau Doc,33,27,17,WSW,5.5,70,25,1008,2015-09-25
Chau Doc,33,26,11,WSW,4.4,74,34,1007,2016-09-25
Chau Doc,28,25,14,SW,14.8,85,65,1008,2017-09-25
Chau Doc,34,27,9,WSW,9.0,72,29,1009,2018-09-25
Chau Doc,34,26,6,SSW,1.5,74,38,1012,2019-09-25
Chau Doc,30,27,7,SSE,0.8,78,57,1009,2020-09-25
Chau Doc,29,25,16,WSW,6.3,86,26,1004,2009-09-30
Chau Doc,32,26,5,S,5.5,87,52,1007,2010-09-30
Chau Doc,30,25,16,SW,0.2,82,42,1008,2011-09-30
Chau Doc,32,25,5,SW,18.0,81,50,1009,2012-09-30
Chau Doc,31,25,11,WSW,15.6,80,46,1005,2013-09-30
Chau Doc,32,27,7,S,27.6,79,38,1010,2014-09-30
Chau Doc,33,27,13,SW,0.8,73,25,1010,2015-09-30
Chau Doc,32,26,9,W,20.7,80,51,1007,2016-09-30
Chau Doc,33,27,12,SSW,6.6,75,40,1010,2017-09-30
Chau Doc,32,27,8,SSW,24.3,78,31,1008,2018-09-30
Chau Doc,33,26,8,SW,9.3,76,27,1010,2019-09-30
Chau Doc,33,26,12,W,1.1,72,52,1007,2020-09-30
Chau Doc,30,25,9,WSW,2.8,88,49,1006,2009-10-01
Chau Doc,32,26,3,ESE,14.7,85,57,1006,2010-10-01
Chau Doc,32,25,14,WSW,0.0,78,37,1007,2011-10-01
Chau Doc,29,26,6,SSE,44.4,88,67,1010,2012-10-01
Chau Doc,32,25,11,WSW,6.2,78,39,1007,2013-10-01
Chau Doc,32,26,5,SE,38.2,79,40,1010,2014-10-01
Chau Doc,34,27,13,SW,0.0,72,23,1011,2015-10-01
Chau Doc,33,26,7,WNW,18.0,79,35,1008,2016-10-01
Chau Doc,32,27,10,WSW,5.8,76,55,1009,2017-10-01
Chau Doc,34,27,7,S,12.3,75,36,1009,2018-10-01
Chau Doc,32,26,11,S,12.7,75,27,1010,2019-10-01
Chau Doc,32,26,12,WSW,22.8,77,59,1006,2020-10-01
Chau Doc,31,25,7,W,15.7,90,62,1009,2009-10-03
Chau Doc,31,26,7,SW,4.8,86,44,1005,2010-10-03
Chau Doc,31,26,11,W,49.0,85,56,1006,2011-10-03
Chau Doc,32,25,8,SW,2.8,81,50,1009,2012-10-03
Chau Doc,26,25,9,WSW,10.3,91,78,1010,2013-10-03
Chau Doc,34,26,5,SE,2.4,75,42,1008,2014-10-03
Chau Doc,31,27,15,SW,2.3,73,52,1011,2015-10-03
Chau Doc,33,27,9,SW,15.2,77,57,1007,2016-10-03
Chau Doc,26,25,9,SSW,12.7,90,81,1009,2017-10-03
Chau Doc,33,26,8,ENE,24.5,77,76,1009,2018-10-03
Chau Doc,32,26,9,SSW,4.9,76,35,1010,2019-10-03
Chau Doc,32,27,12,SW,14.2,78,64,1007,2020-10-03
Chau Doc,30,26,5,W,33.1,91,52,1009,2009-10-04
Chau Doc,32,25,10,SSW,0.9,83,49,1006,2010-10-04
Chau Doc,30,25,6,WSW,28.4,87,66,1007,2011-10-04
Chau Doc,31,26,11,WSW,2.7,80,38,1008,2012-10-04
Chau Doc,31,25,12,WSW,3.2,80,47,1008,2013-10-04
Chau Doc,34,27,5,WSW,30.8,77,51,1008,2014-10-04
Chau Doc,32,27,15,SW,1.3,71,47,1012,2015-10-04
Chau Doc,33,26,9,WSW,9.3,78,64,1007,2016-10-04
Chau Doc,32,25,10,S,7.8,80,46,1009,2017-10-04
Chau Doc,32,26,9,ESE,29.2,78,73,1009,2018-10-04
Chau Doc,32,27,8,SSW,8.4,75,40,1010,2019-10-04
Chau Doc,31,26,19,SW,4.8,80,64,1008,2020-10-04
Chau Doc,31,25,6,ESE,33.3,92,53,1009,2009-10-05
Chau Doc,32,25,6,SSW,12.7,84,47,1007,2010-10-05
Chau Doc,29,25,4,W,2.5,86,80,1009,2011-10-05
Chau Doc,32,26,8,WSW,9.8,82,52,1009,2012-10-05
Chau Doc,32,26,10,SSW,16.7,82,51,1006,2013-10-05
Chau Doc,31,26,6,SSE,4.3,82,52,1008,2014-10-05
Chau Doc,33,27,11,SSW,0.0,68,56,1012,2015-10-05
Chau Doc,33,26,11,WSW,3.1,77,42,1007,2016-10-05
Chau Doc,34,26,4,ESE,15.4,75,37,1009,2017-10-05
Chau Doc,29,26,10,ESE,21.8,84,76,1010,2018-10-05
Chau Doc,32,26,7,SSE,4.1,73,40,1009,2019-10-05
Chau Doc,32,24,8,WNW,0.0,74,46,1008,2020-10-05
Chau Doc,29,26,6,SE,13.9,93,66,1008,2009-10-06
Chau Doc,34,25,3,S,11.0,83,68,1009,2010-10-06
Chau Doc,31,25,5,WSW,10.8,83,50,1010,2011-10-06
Chau Doc,30,26,7,WNW,3.2,85,77,1009,2012-10-06
Chau Doc,30,25,14,SSW,27.9,86,77,1007,2013-10-06
Chau Doc,31,25,7,SSE,13.6,87,69,1009,2014-10-06
Chau Doc,33,27,8,W,5.8,69,41,1011,2015-10-06
Chau Doc,33,26,11,WSW,7.2,78,48,1008,2016-10-06
Chau Doc,28,27,5,W,0.6,83,34,1010,2017-10-06
Chau Doc,32,26,10,SE,10.8,77,48,1010,2018-10-06
Chau Doc,32,25,4,SE,13.8,77,33,1010,2019-10-06
Chau Doc,32,25,5,SE,5.5,78,61,1008,2020-10-06
Chau Doc,28,25,7,SE,29.5,93,70,1007,2009-10-07
Chau Doc,31,26,4,WSW,4.8,85,66,1009,2010-10-07
Chau Doc,31,26,5,SSW,17.3,82,52,1010,2011-10-07
Chau Doc,28,25,5,SSE,34.8,90,66,1008,2012-10-07
Chau Doc,31,25,8,S,4.9,82,47,1008,2013-10-07
Chau Doc,31,25,7,S,10.6,83,49,1009,2014-10-07
Chau Doc,34,28,6,SSW,19.5,71,34,1011,2015-10-07
Chau Doc,32,26,11,WSW,12.7,79,49,1008,2016-10-07
Chau Doc,32,27,7,WSW,33.3,78,37,1008,2017-10-07
Chau Doc,33,26,7,ESE,12.0,75,41,1010,2018-10-07
Chau Doc,33,26,5,SSE,5.9,74,35,1010,2019-10-07
Chau Doc,28,26,4,SW,10.8,85,75,1006,2020-10-07
Chau Doc,30,25,8,WSW,18.0,90,52,1008,2009-10-02
Chau Doc,33,25,3,SW,16.9,84,56,1005,2010-10-02
Chau Doc,33,25,10,W,21.5,79,45,1007,2011-10-02
Chau Doc,33,25,5,WSW,26.5,85,51,1011,2012-10-02
Chau Doc,30,26,6,WNW,43.2,87,65,1009,2013-10-02
Chau Doc,33,26,6,SE,14.7,78,52,1009,2014-10-02
Chau Doc,33,27,14,SW,0.4,72,60,1011,2015-10-02
Chau Doc,33,27,7,W,9.9,77,33,1008,2016-10-02
Chau Doc,31,26,12,SW,23.8,81,82,1008,2017-10-02
Chau Doc,33,27,7,S,23.5,76,37,1009,2018-10-02
Chau Doc,33,26,9,SSW,1.6,75,31,1010,2019-10-02
Chau Doc,32,27,10,WSW,17.9,77,54,1006,2020-10-02
Chau Doc,29,25,7,SW,21.6,94,63,1007,2009-10-08
Chau Doc,34,25,6,WSW,4.2,79,42,1009,2010-10-08
Chau Doc,31,25,3,W,31.1,84,47,1009,2011-10-08
Chau Doc,32,25,7,S,13.3,84,65,1008,2012-10-08
Chau Doc,32,25,9,WSW,8.4,79,28,1009,2013-10-08
Chau Doc,29,26,7,W,0.8,84,64,1010,2014-10-08
Chau Doc,33,28,4,SW,19.2,73,34,1010,2015-10-08
Chau Doc,31,26,12,WSW,0.5,77,50,1009,2016-10-08
Chau Doc,33,27,6,SSE,22.3,76,38,1007,2017-10-08
Chau Doc,33,26,7,E,3.6,74,37,1010,2018-10-08
Chau Doc,32,26,7,ESE,5.9,74,31,1010,2019-10-08
Chau Doc,31,23,11,SSE,4.1,79,56,1005,2020-10-08
Chau Doc,29,25,9,SW,15.9,93,61,1008,2009-10-09
Chau Doc,32,26,7,WSW,3.2,84,40,1008,2010-10-09
Chau Doc,31,26,5,WSW,11.2,84,45,1009,2011-10-09
Chau Doc,34,25,4,SSW,9.2,77,25,1009,2012-10-09
Chau Doc,32,25,9,W,11.7,78,44,1010,2013-10-09
Chau Doc,33,26,6,NW,4.9,78,43,1010,2014-10-09
Chau Doc,33,28,7,SSW,36.1,76,36,1010,2015-10-09
Chau Doc,32,26,7,WNW,16.1,79,48,1008,2016-10-09
Chau Doc,33,26,6,WSW,14.5,75,31,1006,2017-10-09
Chau Doc,27,24,9,SSW,17.7,94,63,1010,2009-10-11
Chau Doc,34,26,7,ESE,0.3,70,31,1010,2018-10-09
Chau Doc,32,27,6,SSW,7.9,75,34,1010,2019-10-09
Chau Doc,28,25,7,SSE,25.3,90,77,1007,2020-10-09
Chau Doc,28,25,6,W,13.9,93,70,1008,2010-10-11
Chau Doc,32,26,7,SW,7.7,81,48,1010,2011-10-11
Chau Doc,33,26,6,WSW,0.2,73,12,1009,2012-10-11
Chau Doc,33,26,5,SW,14.6,78,26,1009,2013-10-11
Chau Doc,33,26,6,S,14.0,76,28,1008,2014-10-11
Chau Doc,34,27,7,W,4.5,70,23,1012,2015-10-11
Chau Doc,27,26,6,NNW,4.3,88,81,1008,2016-10-11
Chau Doc,33,27,8,SSW,27.0,77,33,1007,2017-10-11
Chau Doc,33,27,5,ESE,7.9,71,46,1010,2018-10-11
Chau Doc,32,26,8,SSW,4.5,76,35,1010,2019-10-11
Chau Doc,28,23,9,WSW,12.3,89,71,1005,2020-10-11
Chau Doc,30,24,6,SSW,8.5,90,36,1011,2009-10-12
Chau Doc,29,24,9,WSW,10.0,91,53,1008,2010-10-12
Chau Doc,32,25,11,SW,3.5,80,50,1009,2011-10-12
Chau Doc,33,26,3,WSW,2.0,75,45,1009,2012-10-12
Chau Doc,33,26,5,SSE,4.4,76,20,1008,2013-10-12
Chau Doc,31,25,8,ESE,8.1,79,32,1010,2014-10-12
Chau Doc,32,28,5,SSE,32.2,77,56,1012,2015-10-12
Chau Doc,32,25,5,WSW,15.7,81,70,1007,2016-10-12
Chau Doc,33,27,5,SW,35.2,76,38,1007,2017-10-12
Chau Doc,33,27,6,SW,4.4,71,29,1011,2018-10-12
Chau Doc,32,26,8,S,9.6,74,35,1009,2019-10-12
Chau Doc,25,22,7,WSW,8.7,91,91,1005,2020-10-12
Chau Doc,30,25,6,SSW,6.8,89,30,1011,2009-10-13
Chau Doc,30,24,6,WSW,5.5,88,72,1008,2010-10-13
Chau Doc,32,25,13,WSW,1.9,79,52,1009,2011-10-13
Chau Doc,32,27,7,SSW,1.8,77,71,1010,2012-10-13
Chau Doc,32,26,5,WSW,10.8,78,32,1007,2013-10-13
Chau Doc,32,26,8,ENE,5.9,78,32,1011,2014-10-13
Chau Doc,33,27,12,ENE,4.6,74,46,1012,2015-10-13
Chau Doc,31,26,3,WSW,43.6,86,73,1006,2016-10-13
Chau Doc,31,27,9,WNW,6.4,80,49,1006,2017-10-13
Chau Doc,33,27,4,SW,2.9,73,47,1011,2018-10-13
Chau Doc,32,26,8,SSE,27.8,76,49,1009,2019-10-13
Chau Doc,29,22,13,SSE,21.5,87,90,1005,2020-10-13
Chau Doc,33,25,6,WSW,4.4,85,33,1011,2009-10-14
Chau Doc,27,25,6,WSW,1.3,91,72,1007,2010-10-14
Chau Doc,30,26,11,WSW,1.3,82,48,1009,2011-10-14
Chau Doc,33,25,7,SSE,19.4,78,30,1010,2012-10-14
Chau Doc,33,27,8,W,1.4,77,14,1007,2013-10-14
Chau Doc,32,26,7,ENE,1.3,79,48,1011,2014-10-14
Chau Doc,33,26,7,ESE,13.5,73,51,1011,2015-10-14
Chau Doc,32,26,5,SW,35.0,83,41,1006,2016-10-14
Chau Doc,31,26,10,WSW,34.4,82,62,1006,2017-10-14
Chau Doc,33,27,8,S,3.0,73,37,1012,2018-10-14
Chau Doc,32,26,8,E,12.8,76,35,1010,2019-10-14
Chau Doc,26,24,19,WSW,63.6,91,79,1006,2020-10-14
Chau Doc,31,26,5,W,15.4,87,40,1010,2009-10-15
Chau Doc,29,23,10,WSW,2.6,90,63,1006,2010-10-15
Chau Doc,30,26,9,WSW,0.3,82,41,1009,2011-10-15
Chau Doc,32,25,8,SE,8.2,80,29,1011,2012-10-15
Chau Doc,32,26,14,WSW,0.4,79,15,1006,2013-10-15
Chau Doc,33,26,9,ESE,0.1,72,23,1011,2014-10-15
Chau Doc,33,27,3,SSW,44.8,75,45,1011,2015-10-15
Chau Doc,32,27,4,S,23.3,83,41,1007,2016-10-15
Chau Doc,27,25,15,WSW,23.3,87,71,1007,2017-10-15
Chau Doc,32,27,8,SE,0.1,74,24,1012,2018-10-15
Chau Doc,32,26,7,ENE,6.7,75,34,1010,2019-10-15
Chau Doc,29,23,18,WSW,29.5,84,72,1006,2020-10-15
Chau Doc,27,24,8,SSW,25.0,95,68,1009,2009-10-10
Chau Doc,32,25,7,WSW,4.0,86,63,1007,2010-10-10
Chau Doc,31,25,9,SW,8.3,81,46,1010,2011-10-10
Chau Doc,32,27,4,ESE,14.2,80,42,1009,2012-10-10
Chau Doc,33,26,6,SW,17.6,78,34,1010,2013-10-10
Chau Doc,33,26,6,NW,10.6,76,36,1008,2014-10-10
Chau Doc,33,27,9,WSW,8.3,73,47,1011,2015-10-10
Chau Doc,32,26,10,NNW,2.9,81,52,1007,2016-10-10
Chau Doc,33,27,8,SSW,4.5,75,30,1005,2017-10-10
Chau Doc,34,26,5,ESE,0.7,70,32,1010,2018-10-10
Chau Doc,33,26,7,SSE,2.5,73,35,1010,2019-10-10
Chau Doc,29,25,7,SSW,40.3,88,79,1007,2020-10-10
Chau Doc,27,24,12,WSW,10.7,93,65,1007,2009-09-26
Chau Doc,33,26,5,SE,19.2,83,30,1010,2010-09-26
Chau Doc,33,25,10,WSW,2.1,79,19,1006,2011-09-26
Chau Doc,33,26,6,SW,24.2,82,48,1007,2012-09-26
Chau Doc,31,26,11,WSW,0.9,79,41,1009,2013-09-26
Chau Doc,34,27,7,W,2.7,70,34,1011,2014-09-26
Chau Doc,33,27,15,WSW,9.6,72,32,1007,2015-09-26
Chau Doc,33,27,10,WSW,19.0,75,40,1008,2016-09-26
Chau Doc,32,26,11,SW,12.7,77,37,1009,2017-09-26
Chau Doc,34,26,9,W,12.6,71,27,1009,2018-09-26
Chau Doc,32,27,5,SSE,11.7,76,33,1012,2019-09-26
Chau Doc,33,28,11,W,9.1,72,57,1008,2020-09-26
Chau Doc,30,26,5,W,16.4,90,58,1008,2009-10-17
Chau Doc,31,25,11,SW,7.1,84,39,1008,2010-10-17
Chau Doc,34,25,6,SE,15.7,76,28,1010,2011-10-17
Chau Doc,33,26,4,ESE,11.5,79,31,1011,2012-10-17
Chau Doc,32,26,7,SE,10.0,79,35,1010,2013-10-17
Chau Doc,33,26,9,SE,1.3,75,26,1009,2014-10-17
Chau Doc,32,27,5,SW,2.2,73,58,1010,2015-10-17
Chau Doc,30,25,7,WSW,2.4,86,82,1006,2016-10-17
Chau Doc,33,26,9,WSW,31.9,79,51,1008,2017-10-17
Chau Doc,34,27,8,SW,7.1,73,38,1010,2018-10-17
Chau Doc,33,26,9,ESE,7.1,75,41,1010,2019-10-17
Chau Doc,28,24,13,WSW,30.8,89,81,1005,2020-10-17
Chau Doc,29,26,8,WSW,14.6,92,45,1008,2009-10-18
Chau Doc,32,25,8,SSW,2.3,83,32,1009,2010-10-18
Chau Doc,32,26,7,NE,19.1,81,39,1010,2011-10-18
Chau Doc,33,25,6,ENE,0.2,75,27,1010,2012-10-18
Chau Doc,33,26,6,ENE,5.1,79,45,1010,2013-10-18
Chau Doc,32,26,6,SSW,6.6,79,35,1009,2014-10-18
Chau Doc,33,27,7,SSW,13.4,73,37,1011,2015-10-18
Chau Doc,31,25,9,WSW,1.5,82,58,1006,2016-10-18
Chau Doc,31,26,8,WNW,3.5,80,69,1009,2017-10-18
Chau Doc,34,27,6,WSW,13.8,71,37,1010,2018-10-18
Chau Doc,33,26,10,ENE,13.3,76,41,1010,2019-10-18
Chau Doc,30,25,17,WSW,9.6,81,64,1007,2020-10-18
Chau Doc,29,25,7,SW,9.8,91,43,1009,2009-10-19
Chau Doc,32,25,6,W,5.4,84,33,1009,2010-10-19
Chau Doc,32,25,12,NNE,3.8,80,24,1008,2011-10-19
Chau Doc,33,26,4,ENE,1.7,75,31,1010,2012-10-19
Chau Doc,32,26,8,SW,27.3,82,38,1010,2013-10-19
Chau Doc,32,26,8,ESE,19.8,83,45,1010,2014-10-19
Chau Doc,33,27,7,SW,8.9,74,44,1010,2015-10-19
Chau Doc,31,25,11,SW,5.1,83,57,1006,2016-10-19
Chau Doc,32,26,9,WNW,36.5,81,68,1009,2017-10-19
Chau Doc,32,26,7,E,24.0,78,57,1010,2018-10-19
Chau Doc,31,26,10,ESE,13.2,81,39,1011,2019-10-19
Chau Doc,31,25,6,W,0.1,80,75,1008,2020-10-19
Chau Doc,30,26,4,WSW,10.7,90,40,1009,2009-10-16
Chau Doc,30,24,14,SW,0.3,84,37,1006,2010-10-16
Chau Doc,32,25,7,SW,0.0,75,24,1009,2011-10-16
Chau Doc,33,25,6,SE,13.3,80,25,1012,2012-10-16
Chau Doc,32,26,13,SSW,1.4,78,27,1008,2013-10-16
Chau Doc,33,25,7,NE,0.7,72,25,1010,2014-10-16
Chau Doc,32,26,7,SE,22.2,79,60,1010,2015-10-16
Chau Doc,30,27,4,S,28.3,85,52,1007,2016-10-16
Chau Doc,33,25,13,WSW,3.8,78,40,1008,2017-10-16
Chau Doc,33,26,8,SSE,0.5,72,35,1011,2018-10-16
Chau Doc,32,27,8,SSW,7.9,75,35,1010,2019-10-16
Chau Doc,25,24,10,WSW,135.0,94,91,1006,2020-10-16
Chau Doc,29,25,8,SSW,12.2,92,57,1010,2009-10-21
Chau Doc,32,25,5,WNW,3.4,84,54,1006,2010-10-21
Chau Doc,32,25,8,SE,11.3,80,24,1009,2011-10-21
Chau Doc,33,26,5,ESE,3.5,76,24,1010,2012-10-21
Chau Doc,32,25,6,S,10.1,80,36,1009,2013-10-21
Chau Doc,34,26,4,SE,22.9,77,31,1011,2014-10-21
Chau Doc,33,27,6,WSW,19.4,74,35,1009,2015-10-21
Chau Doc,32,26,13,SW,1.1,79,42,1008,2016-10-21
Chau Doc,33,27,6,SSW,25.5,77,27,1010,2017-10-21
Chau Doc,33,26,9,SSE,5.6,78,42,1012,2018-10-21
Chau Doc,31,26,6,S,7.4,79,39,1009,2019-10-21
Chau Doc,29,25,12,W,12.5,84,75,1008,2020-10-21
Chau Doc,30,25,5,WNW,12.1,88,42,1009,2009-10-24
Chau Doc,34,26,3,S,8.1,80,29,1007,2010-10-24
Chau Doc,33,26,7,E,16.9,78,18,1008,2011-10-24
Chau Doc,33,25,7,ESE,2.2,80,31,1008,2012-10-24
Chau Doc,32,25,8,S,3.2,76,22,1010,2013-10-24
Chau Doc,31,25,5,SSE,6.9,80,58,1011,2014-10-24
Chau Doc,31,26,9,SE,15.9,75,71,1010,2015-10-24
Chau Doc,31,26,4,S,20.1,81,48,1008,2016-10-24
Chau Doc,31,25,7,SE,35.4,82,50,1012,2017-10-24
Chau Doc,32,27,6,SSE,25.7,76,36,1012,2018-10-24
Chau Doc,32,26,8,SE,3.6,74,37,1010,2019-10-24
Chau Doc,30,25,6,E,7.1,81,73,1009,2020-10-24
Chau Doc,29,24,5,SW,28.4,92,71,1009,2009-10-25
Chau Doc,33,26,5,SE,27.6,84,41,1008,2010-10-25
Chau Doc,32,25,6,E,35.6,82,36,1009,2011-10-25
Chau Doc,33,26,6,E,3.0,77,31,1008,2012-10-25
Chau Doc,33,25,4,ESE,10.8,77,28,1011,2013-10-25
Chau Doc,32,26,5,SSE,29.5,81,39,1011,2014-10-25
Chau Doc,32,26,8,ESE,3.5,71,49,1011,2015-10-25
Chau Doc,29,26,4,ESE,3.8,85,87,1008,2016-10-25
Chau Doc,32,25,5,ESE,0.2,75,39,1012,2017-10-25
Chau Doc,32,26,11,ESE,10.8,79,22,1012,2018-10-25
Chau Doc,33,26,7,SSE,0.1,71,29,1010,2019-10-25
Chau Doc,31,26,6,SW,15.0,78,69,1010,2020-10-25
Chau Doc,29,24,9,ESE,16.4,92,40,1010,2009-10-26
Chau Doc,30,25,6,ESE,3.7,90,42,1009,2010-10-26
Chau Doc,31,25,7,NNE,24.8,84,48,1009,2011-10-26
Chau Doc,34,26,6,S,0.1,73,8,1007,2012-10-26
Chau Doc,30,25,6,SSE,3.2,82,50,1012,2013-10-26
Chau Doc,32,26,6,SE,22.0,81,35,1012,2014-10-26
Chau Doc,33,27,13,ESE,1.1,72,37,1011,2015-10-26
Chau Doc,31,25,15,E,3.7,84,48,1010,2016-10-26
Chau Doc,33,25,14,NE,0.5,72,29,1011,2017-10-26
Chau Doc,34,26,8,E,6.2,73,21,1012,2018-10-26
Chau Doc,33,26,8,SE,2.7,74,39,1009,2019-10-26
Chau Doc,31,26,7,W,5.6,76,71,1009,2020-10-26
Chau Doc,30,25,7,SSW,13.3,91,29,1010,2009-10-22
Chau Doc,32,24,5,WSW,0.1,77,27,1007,2010-10-22
Chau Doc,32,25,9,ESE,3.6,79,21,1009,2011-10-22
Chau Doc,31,25,7,S,3.1,82,61,1010,2012-10-22
Chau Doc,32,25,7,SE,9.7,79,30,1010,2013-10-22
Chau Doc,32,27,5,SE,35.9,80,41,1011,2014-10-22
Chau Doc,33,27,7,WSW,4.2,73,27,1009,2015-10-22
Chau Doc,32,26,13,W,4.5,78,41,1008,2016-10-22
Chau Doc,33,27,6,SE,26.4,77,33,1010,2017-10-22
Chau Doc,33,27,5,SSE,5.0,76,32,1011,2018-10-22
Chau Doc,33,26,7,W,0.1,69,20,1008,2019-10-22
Chau Doc,31,25,5,WSW,32.6,82,75,1008,2020-10-22
Chau Doc,31,25,5,ESE,6.0,86,18,1010,2009-10-27
Chau Doc,32,25,7,E,6.8,85,26,1010,2010-10-27
Chau Doc,32,25,7,NE,7.2,81,39,1009,2011-10-27
Chau Doc,33,26,5,SSW,3.7,73,36,1007,2012-10-27
Chau Doc,32,25,5,ENE,2.8,78,28,1011,2013-10-27
Chau Doc,33,26,4,SE,7.5,81,41,1010,2014-10-27
Chau Doc,33,26,11,E,1.6,73,32,1011,2015-10-27
Chau Doc,31,25,12,ESE,6.1,84,32,1011,2016-10-27
Chau Doc,33,26,13,ESE,1.0,70,35,1010,2017-10-27
Chau Doc,33,26,6,SE,3.1,73,39,1012,2018-10-27
Chau Doc,32,26,7,ESE,1.6,76,36,1009,2019-10-27
Chau Doc,31,25,10,NW,0.0,74,31,1007,2020-10-27
Chau Doc,32,24,6,E,2.7,82,16,1011,2009-10-28
Chau Doc,30,24,10,ESE,5.1,87,67,1009,2010-10-28
Chau Doc,32,25,8,ENE,1.5,81,24,1009,2011-10-28
Chau Doc,33,26,6,SSE,1.6,77,44,1009,2012-10-28
Chau Doc,32,25,5,SSE,0.0,71,11,1012,2013-10-28
Chau Doc,33,26,4,SSW,9.8,78,48,1010,2014-10-28
Chau Doc,33,27,8,E,1.0,72,22,1012,2015-10-28
Chau Doc,33,26,8,E,2.0,79,32,1010,2016-10-28
Chau Doc,32,25,11,NNE,0.0,67,28,1010,2017-10-28
Chau Doc,34,26,8,SE,4.2,70,31,1011,2018-10-28
Chau Doc,32,27,6,SW,2.9,73,33,1009,2019-10-28
Chau Doc,30,25,12,W,0.1,75,31,1006,2020-10-28
Chau Doc,30,25,6,SE,0.5,82,19,1011,2009-10-29
Chau Doc,29,22,16,ENE,0.0,81,31,1010,2010-10-29
Chau Doc,31,25,12,NNE,2.4,80,30,1008,2011-10-29
Chau Doc,32,26,6,ESE,2.0,81,31,1008,2012-10-29
Chau Doc,34,25,6,ENE,0.1,68,9,1012,2013-10-29
Chau Doc,33,26,5,SSE,10.8,76,30,1010,2014-10-29
Chau Doc,33,27,9,E,0.4,69,17,1012,2015-10-29
Chau Doc,32,26,9,SE,0.2,80,55,1010,2016-10-29
Chau Doc,33,25,9,NE,0.3,69,26,1011,2017-10-29
Chau Doc,34,27,8,NE,0.3,67,21,1010,2018-10-29
Chau Doc,33,26,10,ESE,2.8,69,23,1009,2019-10-29
Chau Doc,28,25,8,S,1.7,82,52,1008,2020-10-29
Chau Doc,29,25,8,SW,3.4,90,39,1009,2009-10-20
Chau Doc,31,25,5,NW,10.2,86,46,1008,2010-10-20
Chau Doc,32,25,9,SE,18.2,83,42,1009,2011-10-20
Chau Doc,33,26,7,ENE,2.4,76,26,1010,2012-10-20
Chau Doc,32,25,9,NE,7.4,80,19,1010,2013-10-20
Chau Doc,32,26,6,SSE,7.3,80,39,1010,2014-10-20
Chau Doc,33,27,5,WSW,23.8,75,33,1009,2015-10-20
Chau Doc,31,26,13,WSW,0.2,81,59,1007,2016-10-20
Chau Doc,33,26,8,WSW,33.8,78,40,1010,2017-10-20
Chau Doc,31,25,14,ESE,13.1,82,68,1011,2018-10-20
Chau Doc,32,26,8,SE,23.9,81,33,1010,2019-10-20
Chau Doc,31,26,5,SE,6.9,82,61,1008,2020-10-20
Chau Doc,31,24,5,S,1.1,84,23,1011,2009-10-30
Chau Doc,25,21,15,NNE,24.5,91,61,1011,2010-10-30
Chau Doc,31,23,13,NNE,0.0,76,12,1008,2011-10-30
Chau Doc,33,25,4,ESE,15.3,80,28,1008,2012-10-30
Chau Doc,33,26,8,E,3.8,73,37,1011,2013-10-30
Chau Doc,32,26,5,SSE,15.4,79,28,1009,2014-10-30
Chau Doc,33,27,5,SSE,0.2,69,32,1011,2015-10-30
Chau Doc,29,25,9,E,1.7,85,61,1010,2016-10-30
Chau Doc,32,24,19,NNE,0.0,64,9,1010,2017-10-30
Chau Doc,33,26,13,NE,0.0,59,9,1010,2018-10-30
Chau Doc,32,26,13,NNW,1.8,72,24,1008,2019-10-30
Chau Doc,33,25,5,SSW,0.4,73,52,1010,2020-10-30
Chau Doc,33,24,7,SE,0.1,80,5,1010,2009-10-31
Chau Doc,25,20,15,SE,13.8,95,70,1010,2010-10-31
Chau Doc,32,24,8,ENE,5.1,77,17,1008,2011-10-31
Chau Doc,32,26,8,E,12.4,81,35,1009,2012-10-31
Chau Doc,33,25,3,SE,5.0,77,39,1011,2013-10-31
Chau Doc,33,26,4,SE,15.2,80,34,1008,2014-10-31
Chau Doc,33,27,7,ENE,0.5,70,29,1012,2015-10-31
Chau Doc,31,24,6,E,2.0,82,60,1011,2016-10-31
Chau Doc,29,24,18,NNE,2.0,75,64,1010,2017-10-31
Chau Doc,32,23,13,NE,0.0,56,8,1011,2018-10-31
Chau Doc,28,25,8,SSW,1.1,79,21,1007,2019-10-31
Chau Doc,32,26,5,SSW,6.9,77,55,1010,2020-10-31
Chau Doc,30,25,9,WSW,13.1,91,35,1010,2009-10-23
Chau Doc,34,25,4,SW,5.3,79,31,1007,2010-10-23
Chau Doc,33,25,6,ENE,1.2,77,20,1009,2011-10-23
Chau Doc,29,26,6,ENE,3.5,88,56,1009,2012-10-23
Chau Doc,32,25,6,SE,10.9,78,30,1010,2013-10-23
Chau Doc,30,26,7,ESE,13.3,85,59,1011,2014-10-23
Chau Doc,32,26,11,SE,16.6,77,53,1010,2015-10-23
Chau Doc,33,25,8,W,10.5,79,51,1008,2016-10-23
